Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDT59,3657.267624857678,OUT046
FDB23,3622.5220618267754,OUT046
FDR49,695.4414437643413,OUT045
FDB03,1918.3390936471114,OUT010
FDN39,2616.30604360397,OUT045
FDX02,4983.582896980549,OUT027
FDQ16,3192.6003025613913,OUT027
FDU35,1327.6730717507708,OUT018
NCT29,1963.2394058171658,OUT013
FDZ27,819.1008161875976,OUT046
FDN57,2350.306041491136,OUT017
FDA03,2094.53006425586,OUT018
FDZ36,2922.5975244436195,OUT045
NCU05,1326.9202271403874,OUT013
FDT39,2187.946083230105,OUT018
FDK60,1711.2903167739319,OUT017
FDZ25,2846.653855260598,OUT017
FDG12,2013.7818064989706,OUT046
DRB01,1114.4758354857354,OUT019
NCC43,5374.979662690162,OUT027
FDX13,2031.1828787318004,OUT019
FDM22,1029.6644628733904,OUT049
FDJ03,2311.0646899273283,OUT027
FDU14,3675.772928547692,OUT018
FDB33,632.9948207792733,OUT010
FDP27,3014.135848795694,OUT046
FDO38,-668.5303267607192,OUT010
FDE28,5147.922292134029,OUT027
FDO27,1705.2848317114133,OUT035
DRL23,3171.1086768643595,OUT027
FDS28,968.5135952774381,OUT046
FDX24,1541.6376501519599,OUT013
FDZ02,1750.9754942529535,OUT035
FDL46,1813.811759304761,OUT045
FDS60,4298.642367545847,OUT027
NCO06,640.6147808584101,OUT017
FDO16,1531.470791576602,OUT035
FDC60,1547.3317677547632,OUT049
FDA48,3198.2866043685754,OUT018
FDZ36,4451.411196270611,OUT027
FDK27,1881.341181608046,OUT045
FDW23,383.5674852483642,OUT018
FDM14,1507.7191535257502,OUT018
FDM14,1785.7660326437165,OUT013
FDW60,2601.7227329439056,OUT018
FDE21,1911.603784417272,OUT013
NCM42,1885.8019264033326,OUT035
FDY59,-385.5378334445717,OUT010
DRI49,1381.0444941044407,OUT049
FDT28,511.21704689336104,OUT019
FDQ22,406.8957636214673,OUT018
FDR60,1334.0976026421608,OUT049
FDC50,-395.91442712070426,OUT019
FDV24,2444.279528269544,OUT013
DRF48,1069.8988940310132,OUT010
FDQ47,648.8019125975867,OUT046
DRN36,1659.2758547983262,OUT049
NCY06,2177.669177366551,OUT035
FDE52,1646.694020792514,OUT035
NCB54,1941.7322504308634,OUT045
NCF31,2552.9849497413857,OUT035
FDJ08,4453.217113441908,OUT027
NCC07,1794.9000290247102,OUT017
NCD19,2329.9500500091335,OUT027
FDL46,2009.8534930243404,OUT049
FDM20,3827.756531523712,OUT045
NCI06,926.4203122081813,OUT010
DRM11,4221.90730137924,OUT035
NCH07,2214.41272348874,OUT018
FDS23,2089.2436885962525,OUT013
FDO49,595.8223161180142,OUT018
FDS35,1163.1292586325492,OUT049
DRK39,1262.7966360029843,OUT045
DRI39,1041.2598624559373,OUT049
FDV04,2645.1724885160374,OUT017
NCN14,3010.5881094173365,OUT035
FDH08,3696.1557904736364,OUT013
FDS20,2909.595440096819,OUT046
FDV40,1341.3973567804026,OUT049
FDZ48,-142.9984686726026,OUT010
FDS24,2915.089336622396,OUT027
FDK44,2857.8504372275297,OUT049
FDS48,2341.19877055166,OUT045
FDK26,1102.1238437498296,OUT010
FDD23,2970.900830863432,OUT045
NCH54,2646.0146046220107,OUT017
NCP14,-246.1473748801999,OUT010
FDM60,-1198.0952131838926,OUT010
FDV24,2508.9345127555735,OUT017
FDH08,3352.77169651961,OUT018
FDS12,3472.9222798885125,OUT027
FDR39,4316.677452326426,OUT027
FDP12,2124.1978341435233,OUT027
DRF60,5175.444620798998,OUT027
FDC09,1852.5936805181564,OUT035
FDF50,2861.104957064737,OUT018
FDG28,4043.7090828779737,OUT035
NCE19,992.7397894715618,OUT017
NCM53,-198.70033840066446,OUT010
NCN18,1849.2694493469392,OUT049
FDF32,3301.682584703919,OUT035
FDF11,3867.7614757384645,OUT013
DRI59,3649.69328566611,OUT049
NCG54,2810.0639993304676,OUT035
FDM44,1644.746330277043,OUT046
FDT57,3468.033131898022,OUT018
FDV24,2403.9269413159127,OUT046
FDI50,1756.068507264943,OUT019
FDS09,1039.1501758797015,OUT035
NCC31,3897.054741477886,OUT027
FDQ07,1598.2508532925194,OUT019
FDC22,3174.6835527444227,OUT017
FDZ56,2702.912276382231,OUT046
FDZ40,-994.271989660928,OUT019
FDS46,3397.7489781113018,OUT027
DRD24,2170.621004471653,OUT045
FDV45,3110.434380336399,OUT017
FDL26,2414.0065330045213,OUT045
FDA56,1709.5250001603035,OUT018
FDN27,1904.1091487607632,OUT046
FDM20,3974.4995649621305,OUT049
FDO16,1462.6759302833707,OUT017
FDL03,3297.243415993449,OUT035
FDE58,1883.2183835335127,OUT046
FDI02,3287.5883911104133,OUT027
NCC55,-1265.2135199847676,OUT019
FDR03,3038.6262407182835,OUT018
FDB14,1637.970344187773,OUT017
FDR45,3846.519978033781,OUT013
NCN07,2165.003281893204,OUT017
FDM51,-195.29546465257442,OUT019
FDT52,5365.90869118864,OUT027
FDL26,2458.669476571469,OUT046
NCZ42,3760.1175528711574,OUT046
DRI47,422.9591424080712,OUT019
FDW40,2320.4316193758405,OUT013
FDN34,2739.550914472237,OUT046
FDS01,2989.2295742718075,OUT035
NCG55,1777.5025446850043,OUT045
FDC11,1548.036297139128,OUT035
FDX35,3343.6818081235137,OUT018
NCB06,2523.4131924036915,OUT046
FDR09,2195.707132160956,OUT019
FDC53,1683.6189029049335,OUT017
FDY45,4070.6949531113432,OUT013
FDA22,755.4042713772188,OUT010
FDE02,1674.5147936167089,OUT035
FDW21,1614.9448048635668,OUT045
FDV34,1258.2246636633386,OUT046
FDS59,1901.8137581308158,OUT049
NCW17,2135.01176551962,OUT017
NCK54,1862.9916056598531,OUT046
FDG17,2009.4874796292302,OUT019
FDG35,2910.4212228007527,OUT017
FDD08,-1259.543428742128,OUT010
NCO07,3432.026931631359,OUT017
FDJ10,372.846495036728,OUT010
FDW36,1784.1187144756311,OUT017
FDW21,-223.5129692774982,OUT010
FDY19,2005.144705805571,OUT017
DRE03,815.9926183473824,OUT013
NCC55,723.7086125211295,OUT049
FDH52,-820.0698029739385,OUT010
FDO09,4309.7690801736535,OUT017
FDU43,3760.3072901183527,OUT045
FDX09,863.7508225466555,OUT010
FDH40,-512.8931836189242,OUT019
FDW58,1801.1289746366238,OUT017
FDC47,3687.3852498666665,OUT017
NCR41,1655.1496681680946,OUT035
DRG49,3994.8452017451527,OUT035
FDC52,3933.161080043361,OUT027
FDY13,1227.5536844664803,OUT046
FDY35,828.4817148634238,OUT013
FDI35,2996.2090378223547,OUT017
NCU18,2331.8088317195284,OUT049
FDY33,2284.2577883884373,OUT018
FDC15,3937.2420686485016,OUT027
FDU01,3112.3734863465606,OUT049
NCU42,2679.137679760656,OUT046
NCV29,2528.1908164082165,OUT018
NCY30,2989.1559901184546,OUT017
FDQ46,1893.7995083098867,OUT049
FDG58,3940.1737625356236,OUT027
FDK33,3492.623943370192,OUT017
NCD07,1765.0912826400097,OUT045
NCX29,3723.8643244314485,OUT027
NCT42,2379.037169609262,OUT013
DRN59,902.588563087824,OUT035
FDI44,1426.436332851993,OUT035
FDA45,2910.9124198986924,OUT049
FDP31,1035.5470597610279,OUT045
FDY01,1871.0243759427449,OUT046
FDT09,1902.7849220319,OUT018
DRH03,2975.467899769788,OUT027
FDA36,2700.2573003891143,OUT018
NCF31,2524.5882536807667,OUT017
FDG14,2555.8921684557345,OUT049
FDG28,5374.840959907918,OUT027
FDU14,4055.7453487641287,OUT049
FDY47,242.93394228513318,OUT019
FDI56,1557.8601124388103,OUT049
DRD01,995.6992467989649,OUT013
FDM22,959.8487735827343,OUT046
FDH33,736.1627846142253,OUT013
DRZ24,1913.708655499034,OUT013
NCQ38,1680.056220174898,OUT046
FDO16,2828.346662891796,OUT027
FDU07,3833.302832454328,OUT027
NCB07,3086.2229669787675,OUT013
FDU48,2049.66752535385,OUT045
NCM43,2542.40720211567,OUT045
FDR31,434.73329477959,OUT010
DRK49,413.0917371991454,OUT018
NCI30,1922.4511373946207,OUT010
DRD60,2971.5249458161034,OUT017
NCG19,3675.598087634501,OUT046
FDH12,1833.9667214338974,OUT035
FDM32,1640.330889218952,OUT035
FDM27,2654.3137964682815,OUT035
NCU53,4066.4321814463756,OUT027
NCQ18,1559.7574158493535,OUT046
FDS10,2884.145782176452,OUT013
FDB33,3970.4482073198656,OUT027
FDI12,1461.224065429046,OUT013
NCW42,3509.2583375640875,OUT013
NCC06,1764.6574866745666,OUT018
FDW02,2169.064807038856,OUT017
NCD43,1768.4314086560757,OUT017
FDM57,1113.8143100597715,OUT018
FDA58,3840.2550355551584,OUT017
FDK56,2926.9207196666425,OUT046
FDP52,3631.2887273066585,OUT045
FDW20,1720.8988342763619,OUT018
FDS52,1732.086593214881,OUT049
NCT29,1619.8062872985427,OUT018
NCL54,2806.4631230848618,OUT013
FDC05,3110.898764393803,OUT045
FDF34,3318.5018542133553,OUT035
FDP03,3488.8546731204206,OUT027
FDD32,-513.8552780923033,OUT010
FDZ10,1979.6324271688618,OUT045
FDZ40,1051.7944663409003,OUT035
FDD51,452.6245317205155,OUT018
NCY30,937.9641670647466,OUT019
FDP58,3538.827206144123,OUT017
FDV49,4283.717130815503,OUT017
FDY24,-1010.9724007422021,OUT019
NCO55,1797.4164589307945,OUT017
FDR13,2027.6414243316453,OUT017
FDS51,1135.489366763033,OUT017
FDP26,1605.240934576339,OUT045
NCB54,3496.0950299569777,OUT027
FDF32,3229.710347444564,OUT017
FDN31,2724.1758511969933,OUT018
DRM48,698.4661365903219,OUT017
FDN20,2795.6338401278626,OUT049
DRL01,3709.851457774279,OUT046
FDV56,1878.8162153312865,OUT049
DRH13,3178.985423949843,OUT027
FDA03,2474.6790935250883,OUT017
FDF47,4986.442854701062,OUT027
FDX32,2372.9652303727676,OUT046
FDX57,1704.3513892441829,OUT049
NCA30,2915.053432663192,OUT045
FDO49,906.5563969789623,OUT013
FDL04,-224.05399070847568,OUT019
DRM48,758.0501041040457,OUT035
FDR16,3426.9483533988832,OUT013
NCC19,2745.7311182975996,OUT018
NCE42,3639.129638454397,OUT045
FDY24,1044.9309998186366,OUT017
FDH19,2894.118493648622,OUT049
FDJ46,2792.8747927847107,OUT013
FDN45,1616.0934131817994,OUT010
FDY08,2400.956708200857,OUT035
FDZ37,1603.2197114892272,OUT035
NCT30,697.6324065240071,OUT045
DRY23,451.36724605277686,OUT018
NCZ30,1656.9234802886074,OUT018
FDC44,1523.6888235002245,OUT018
FDB45,1841.58709872618,OUT035
FDY04,2676.735660283416,OUT013
FDM27,2554.4203392193863,OUT046
FDZ43,3959.797593351541,OUT017
FDT39,564.5922284731452,OUT019
NCC06,115.23375455537723,OUT019
FDL15,3903.6081551210746,OUT027
FDL57,4210.938144437526,OUT017
FDU08,1603.5908622919387,OUT046
FDK40,4280.922225545295,OUT017
FDQ12,1715.4914932037586,OUT010
FDS48,2523.2555024032226,OUT017
FDP09,3298.1283074589273,OUT045
FDW21,1752.3512599913888,OUT049
FDY25,3028.2132882036503,OUT035
DRE13,1485.6433655816168,OUT017
FDV43,-1182.4523647751178,OUT019
FDD22,1723.095077379616,OUT045
FDM46,-435.9208966814161,OUT019
NCO30,1007.9368801518617,OUT010
FDM25,2805.8314258087917,OUT046
NCN41,2043.651293150323,OUT049
FDU24,1469.1456564126772,OUT045
FDZ50,2957.317331113357,OUT046
FDP45,4052.0270685750265,OUT013
NCM54,1929.7763780259286,OUT045
FDW10,883.0419127019023,OUT019
FDP20,2157.524762711606,OUT017
FDK32,2455.269965816766,OUT046
FDN52,1549.4616873653422,OUT049
FDM58,1762.7008944707018,OUT045
FDZ46,3233.7237653711795,OUT027
NCA18,1579.6136286336116,OUT018
FDD35,1963.8815496021734,OUT046
NCK31,953.9992722982417,OUT035
FDI40,3103.412079051998,OUT027
FDT50,-296.108498362379,OUT019
NCT06,2601.0600239660303,OUT046
FDT31,3138.5628944613427,OUT035
FDT45,985.2205726024758,OUT049
FDT13,2912.9331991674467,OUT045
FDO50,1404.656730428169,OUT045
NCU18,307.3217983158287,OUT010
NCR54,3159.1112765543426,OUT049
NCO18,2537.15764678742,OUT018
FDU09,909.1350376268413,OUT045
FDT13,2710.524211018325,OUT018
FDE09,1815.076396354399,OUT046
NCK53,-287.53527149672016,OUT019
FDG45,3468.9487348579373,OUT049
DRH15,879.2628015737745,OUT035
FDO21,1704.9918521483269,OUT019
FDD14,4354.319195817555,OUT027
FDC09,1708.2393704891851,OUT046
FDH45,2217.072962705212,OUT027
FDV32,1066.9167293372911,OUT046
FDG12,2111.4689932074193,OUT035
FDS32,2321.125419163898,OUT013
NCL55,3663.0835089822167,OUT018
DRE01,3954.917594521077,OUT035
DRE15,1349.2641649725836,OUT049
NCL42,3811.8838628311646,OUT045
FDP31,1108.166954263758,OUT013
FDN33,1267.720334963866,OUT018
FDZ59,2657.710245371691,OUT046
FDE45,923.4813349646556,OUT010
FDJ07,1943.9144504032852,OUT013
FDQ45,2706.1462454463067,OUT018
FDM33,4915.435840902314,OUT027
FDO15,-619.3098279375079,OUT010
FDM46,1509.8523879447828,OUT013
FDR03,3245.697553183241,OUT045
FDY49,2425.37971257743,OUT018
FDQ60,1872.3699082907515,OUT045
FDW10,2897.283886442358,OUT049
FDO51,898.0538328004052,OUT049
FDJ40,1520.8272705585234,OUT018
FDS20,2620.5167595938083,OUT018
FDU45,1888.4549817596817,OUT013
FDV02,2840.8076639465144,OUT035
FDN09,3835.463806677869,OUT046
NCM55,4386.451962968397,OUT027
FDN23,2072.853235084983,OUT018
FDY31,406.4389339609935,OUT010
FDW03,-145.69179680383274,OUT010
FDD14,2891.1514823792786,OUT046
FDV23,2110.244972612929,OUT017
DRI03,2718.028311108621,OUT045
FDN13,1731.207040508091,OUT035
FDF45,2493.8674142265663,OUT027
FDU46,1618.0818542651755,OUT035
FDB57,3668.4720667700917,OUT049
FDV12,1749.5972068835686,OUT049
FDQ58,2452.6858686482387,OUT013
NCA18,1941.09253577478,OUT017
FDH52,1157.1985763985688,OUT049
FDM24,2157.4585891327765,OUT018
NCP43,4308.237650113865,OUT027
NCO18,889.6627696524891,OUT019
FDM32,1591.7512190444565,OUT017
NCL07,733.1371092006476,OUT017
FDK03,4070.1428486683917,OUT013
FDP59,1798.0923918702606,OUT017
FDQ24,4055.5563050730234,OUT049
FDQ16,1493.3857404355251,OUT018
FDU44,2633.3210214606843,OUT013
FDH28,-1232.059618034402,OUT010
FDV28,-1281.5486687987272,OUT019
FDM22,876.698922747112,OUT045
FDR56,3144.2992363250855,OUT046
FDV39,3231.921053027912,OUT049
FDU37,-563.4505752800405,OUT019
FDQ11,2181.7811458677606,OUT010
FDX02,3471.209494383656,OUT045
NCS42,1195.0754372385627,OUT018
FDY57,3013.3169898443975,OUT027
FDB21,3902.235903468808,OUT049
FDE28,3766.432171960004,OUT017
FDQ55,1978.7227645037865,OUT017
FDA48,3609.7102690396673,OUT049
FDZ19,2698.397046893778,OUT045
NCC43,3884.331332284546,OUT045
NCV18,1297.7418573916866,OUT046
NCA42,2237.4265365110587,OUT018
FDY45,4055.9856211985343,OUT046
NCC30,2754.021254277238,OUT045
FDM57,1458.815300045608,OUT013
FDL09,754.684245959225,OUT010
FDB09,3453.858950842878,OUT027
FDT44,2045.1762632479877,OUT035
NCT06,4043.869791740525,OUT027
FDX26,3004.553294827202,OUT049
FDK32,2517.3904936261283,OUT013
DRA12,2272.166286779353,OUT046
FDO46,1123.611836360164,OUT010
FDE52,1488.2350454232346,OUT013
NCH42,3550.969911736117,OUT045
FDV08,866.270512362826,OUT035
FDB47,3059.013182338187,OUT018
FDC28,-136.09618833345723,OUT010
FDD22,1822.2135409570155,OUT046
FDS07,3296.1723873378332,OUT027
DRI13,3360.321698231884,OUT045
FDG32,3228.2991390869934,OUT018
FDU14,4063.4061414504495,OUT017
FDD28,-923.5497347636001,OUT019
NCP41,1850.3888216594428,OUT017
FDS08,2881.9821293802793,OUT049
FDX47,2490.70550841601,OUT045
FDC53,-259.0651625045672,OUT019
FDQ19,4008.167564141979,OUT035
FDL14,2450.3200558644567,OUT045
FDM33,1589.666790692741,OUT019
FDA51,1774.0798196788915,OUT045
FDZ27,550.2762188367781,OUT018
FDT04,693.4131632371294,OUT046
DRC13,2130.823024343577,OUT049
FDR16,4883.917967192495,OUT027
FDQ03,5224.309488184664,OUT027
FDE38,2818.7518924842752,OUT035
DRH23,2359.7483965366573,OUT027
FDT11,1133.1231838488707,OUT019
FDD09,3009.130985913642,OUT035
FDR40,1321.0190477111225,OUT045
FDX07,3068.858820581383,OUT017
FDR07,1710.9697034154779,OUT035
FDA51,1961.048748105929,OUT017
FDT59,1757.901908108579,OUT019
FDF20,3205.0235111671536,OUT017
FDR13,1828.1225406582591,OUT045
FDY26,3476.9259593498814,OUT049
FDW04,2226.4090489088667,OUT017
FDK52,3690.3295343436957,OUT017
FDN60,2595.867710545947,OUT049
FDM09,849.4864752339723,OUT019
FDP46,1522.6359289810148,OUT049
FDB50,-643.655538699199,OUT019
NCQ29,4147.252192487673,OUT049
FDP16,5333.360022537584,OUT027
FDX33,2320.746586425513,OUT018
FDP07,1187.0848832055526,OUT010
FDN22,3993.354155796532,OUT046
FDF39,4279.930636462159,OUT049
FDS21,1159.4809683953893,OUT017
NCM42,1738.2315422403494,OUT013
FDK50,714.3897598074001,OUT019
DRF13,3787.815581629449,OUT027
FDH35,2334.9986685771314,OUT018
FDP60,1333.3510276311788,OUT018
DRJ49,3530.085372643687,OUT027
NCT42,451.88992530614166,OUT019
FDE38,2770.2677662244682,OUT049
FDI04,3287.5607674131393,OUT049
NCH54,2418.5300686926166,OUT045
FDT56,1105.0737230681036,OUT049
DRD15,3383.5352169494236,OUT018
FDV58,3095.5326707861004,OUT013
FDP21,3117.823179421745,OUT049
FDH05,3748.6271760290865,OUT013
FDR10,4035.6413983024804,OUT027
NCP06,2294.2902516342806,OUT045
FDF33,1822.8627751152317,OUT049
DRK37,3011.3187976359036,OUT013
DRH49,1295.6974747679913,OUT045
FDT58,2691.895255805224,OUT013
FDD41,1443.2314090217496,OUT018
FDP40,1548.269269904794,OUT018
FDM51,3142.254357019326,OUT027
FDO45,-463.7383221907849,OUT010
FDW33,-214.0668307369748,OUT010
FDY24,862.7350126393771,OUT045
FDB10,1835.622445415177,OUT010
FDM40,2388.6161584791016,OUT035
NCI06,2952.7212424841973,OUT017
FDW12,443.1137552422134,OUT019
FDX48,3967.324971443803,OUT027
NCW05,3131.007311017036,OUT027
FDX27,1674.9050986526925,OUT017
DRM37,3053.521658351899,OUT045
FDA38,3758.01683862559,OUT045
FDR36,712.5612316007888,OUT046
FDZ45,3152.349009961766,OUT046
FDG05,2665.362553199837,OUT017
FDK28,4113.032978283078,OUT013
FDV47,1328.5520324589463,OUT045
FDN21,2486.7518954434986,OUT045
FDP20,3493.708849859597,OUT027
FDI35,2824.6997069041327,OUT045
DRY23,780.847713614358,OUT013
FDA56,2085.019833273819,OUT017
FDB09,2009.3745718554324,OUT013
NCO26,3305.4929592240615,OUT027
FDQ49,2266.269657338761,OUT018
FDI52,3406.5337000727286,OUT027
FDZ44,3343.7785384307876,OUT027
FDZ09,2332.1490847777104,OUT018
FDY03,1956.5990170312166,OUT049
NCG42,2161.931716417701,OUT017
DRI13,4895.974230960753,OUT027
FDQ32,2091.2467013993833,OUT013
FDW16,1666.5567056350246,OUT035
FDU27,810.8426352933922,OUT046
FDR28,729.5792564788068,OUT010
FDQ49,652.4422038186686,OUT010
FDS37,1873.9210629260401,OUT046
FDW26,3245.7699484475675,OUT018
FDX12,3584.3855110495683,OUT018
NCP06,2413.50160236435,OUT013
FDW45,409.8226007323443,OUT010
NCN30,1610.4745143413165,OUT049
FDN24,973.1949796112315,OUT049
NCL41,1998.194410924733,OUT027
FDR02,-123.11261037343763,OUT019
FDD09,970.6661428797102,OUT010
FDS33,-470.79761009672944,OUT010
FDU22,1846.7310477019964,OUT045
FDI53,2645.386790194492,OUT013
DRH01,2868.605354445088,OUT049
FDX32,2349.5399122984113,OUT013
NCP30,381.31673392441104,OUT018
FDB60,3047.4742583530397,OUT045
FDB14,1644.3691287912975,OUT049
NCP02,1083.7506714584526,OUT035
FDJ10,2375.0678324768614,OUT017
FDG34,1827.2574422804746,OUT046
NCB18,1507.3580207606244,OUT017
FDM16,1360.7005349014044,OUT049
FDW25,1097.9019378647677,OUT018
FDB35,-397.1664098398383,OUT010
DRN11,2282.1281515931737,OUT013
FDF41,1994.3473010112762,OUT019
FDH16,1366.5419216852986,OUT045
NCQ50,3067.9974892264627,OUT018
DRH23,633.844168135967,OUT018
DRJ37,2438.6469453138952,OUT013
DRJ24,4358.754109111661,OUT027
FDY16,3093.7515409759,OUT035
FDQ27,1674.6006023151351,OUT045
FDZ33,2294.704084318315,OUT045
FDF29,2086.474325418454,OUT045
FDA08,2740.3630602045832,OUT049
FDG31,1079.5623571688557,OUT046
FDE34,1011.8292753619608,OUT019
NCR30,2629.0613228690845,OUT027
FDV33,4269.545535215177,OUT035
DRZ24,1636.8529358573735,OUT018
NCL54,2871.5821908510934,OUT035
FDR12,2895.610654887931,OUT049
NCC54,3788.3209945643503,OUT046
DRN59,790.9358126028353,OUT013
FDX50,-129.78136544869596,OUT019
FDV31,4277.521417679548,OUT027
NCA29,4178.835090872198,OUT027
FDW60,2960.2051655960004,OUT049
FDX08,3010.6104798268216,OUT017
DRD49,3731.077637683225,OUT013
FDD33,3648.3478982827587,OUT046
FDW35,759.8309061494581,OUT013
FDJ36,1792.9292997629307,OUT017
FDV51,2799.7184935375876,OUT035
FDW36,1717.9436263460439,OUT046
FDH35,2631.860633264605,OUT046
NCS30,3513.8297207887026,OUT027
FDN49,787.421282132382,OUT017
FDL08,3613.6470487293946,OUT018
FDI09,3853.90634684519,OUT013
FDP19,1774.0750113313347,OUT018
FDU21,-1307.2199248909815,OUT010
NCP41,1649.3046769321936,OUT045
FDY10,1846.492653435853,OUT013
FDP12,393.86566096688654,OUT018
NCN26,1942.9396449273715,OUT049
FDK44,2793.0280473198295,OUT013
FDC28,1857.1571950021087,OUT049
FDJ41,5614.782391991909,OUT027
NCT29,2098.360512472598,OUT035
NCH42,1692.9357859361758,OUT019
FDU60,2425.940023693419,OUT018
FDS02,3021.45921636536,OUT045
FDC51,2028.1291321532185,OUT046
FDU03,2968.152534292316,OUT013
FDX39,3331.167889094948,OUT045
NCY05,-1312.6885268389115,OUT010
NCL06,5524.998954267651,OUT027
FDD32,1495.8818610977316,OUT035
NCN41,1876.6848199096155,OUT045
NCX53,2341.684074770989,OUT049
FDU57,521.2896654220377,OUT019
FDQ23,1687.0214721686848,OUT046
FDQ52,3854.567063604486,OUT045
FDC14,663.4603075181021,OUT045
FDY09,2963.383262089356,OUT035
FDQ28,2468.749969565187,OUT045
FDV25,3502.6674502868345,OUT046
FDJ07,2023.0428196346352,OUT035
DRB25,1790.7157814032462,OUT049
FDK52,1658.6400016459183,OUT019
FDY52,2505.3505493098583,OUT027
FDB28,3131.527855872145,OUT046
FDT36,755.9762030719618,OUT035
FDV25,3623.3002314878813,OUT017
NCN07,3518.2719997330337,OUT027
FDC57,3214.2953638480167,OUT017
FDQ03,3504.803616365677,OUT018
FDU23,2772.581922342606,OUT017
NCX41,3494.1198807003307,OUT035
NCD06,895.6216712995149,OUT035
FDW08,1634.488297067509,OUT045
NCU29,2400.720802248743,OUT017
NCE06,2561.570682745333,OUT013
FDV52,-2.612992696259994,OUT010
FDB02,2960.679196414133,OUT017
NCR18,641.1852069857282,OUT045
FDK16,1616.0301247611715,OUT049
NCQ29,2123.5791155068487,OUT010
FDZ01,-169.86156563562088,OUT019
FDW27,2670.409784460977,OUT035
FDD17,3490.8975279920787,OUT018
FDW39,2886.4374141071316,OUT013
DRH59,1107.2240946987815,OUT045
FDS52,1685.8710718272935,OUT013
FDU40,4553.968295929352,OUT027
NCF54,2768.024733545832,OUT013
FDH46,1638.465323161959,OUT045
NCP14,1731.7314208127107,OUT049
FDH50,3064.259397144701,OUT049
DRF15,524.6417387515706,OUT010
FDV27,2918.0593265392413,OUT027
NCJ06,2005.547601919849,OUT049
FDN02,2977.7761064499978,OUT018
FDQ51,924.6078905147829,OUT049
FDQ07,3665.468591230072,OUT017
FDS45,1842.6019633605954,OUT049
NCJ06,1855.6938894969414,OUT045
FDD36,2037.190731392248,OUT035
FDY25,2839.212750543971,OUT045
FDU52,2470.872069752723,OUT046
DRK47,3679.708489520007,OUT017
NCL30,2136.9605612877904,OUT017
FDN22,4148.601806468457,OUT035
