Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDG02,3044.717600001301,OUT049
FDA09,2978.507576448301,OUT013
FDT04,710.2363693588361,OUT013
FDL58,572.2028516078633,OUT019
FDE52,1495.9999409442557,OUT045
FDW12,2475.837181645553,OUT035
FDL51,3675.466174488452,OUT017
NCY42,3023.4889749248796,OUT027
FDR07,1536.895590667635,OUT017
FDN40,2500.1138905091643,OUT045
FDB35,2713.466479223221,OUT027
FDA22,2555.8780703453754,OUT017
NCL06,4076.1657203435543,OUT046
FDI35,3004.9551673107962,OUT013
NCW42,3761.194015787979,OUT045
NCX06,2982.5835511297355,OUT049
FDC37,2887.4511995301555,OUT027
FDZ14,2006.8061247140026,OUT018
DRG49,3886.7705233039533,OUT049
NCG06,4042.1723187846846,OUT045
DRC36,2871.4859788741246,OUT045
FDV21,279.94669230281767,OUT019
FDB53,2482.083393884317,OUT046
DRP47,572.8368330130673,OUT019
FDA14,2480.22326372611,OUT013
DRC24,2501.776077286567,OUT035
FDW21,1566.249071305377,OUT018
NCH29,1536.895590667635,OUT046
FDU58,3044.717600001301,OUT013
FDY27,2891.7995331474754,OUT017
FDV56,1593.3054347375808,OUT035
FDT59,3819.3917348989776,OUT046
FDB23,3782.561008836914,OUT046
FDR49,735.537022410971,OUT045
FDB03,574.840885170218,OUT010
FDN39,2557.5402571227787,OUT045
FDX02,5850.470456944306,OUT027
FDQ16,2879.936758886862,OUT027
FDU35,1542.2669934740195,OUT018
NCT29,2006.8061247140026,OUT013
FDZ27,740.3417744751652,OUT046
FDN57,2025.5253644309842,OUT017
FDA03,2478.073340489349,OUT018
FDZ36,3044.717600001301,OUT045
NCU05,1447.4523368226357,OUT013
FDT39,2486.1868285130718,OUT018
FDK60,1536.895590667635,OUT017
FDZ25,2773.100389693558,OUT017
FDG12,2006.8061247140026,OUT046
DRB01,506.70912859867366,OUT019
NCC43,5847.53147313595,OUT027
FDX13,569.8099236064037,OUT019
FDM22,848.3529411754289,OUT049
FDJ03,1058.5767205715183,OUT027
FDU14,3823.573448845919,OUT018
FDB33,376.5052231138853,OUT010
FDP27,3044.717600001301,OUT046
FDO38,157.38645426368785,OUT010
FDE28,5847.53147313595,OUT027
FDO27,1536.895590667635,OUT035
DRL23,2876.755934300736,OUT027
FDS28,945.9770336885526,OUT046
FDX24,1543.2465425119806,OUT013
FDZ02,1536.895590667635,OUT035
FDL46,1935.2920198044862,OUT045
FDS60,4848.683748507773,OUT027
NCO06,662.1344195185917,OUT017
FDO16,1439.8297651692912,OUT035
FDC60,1463.250425765526,OUT049
FDA48,3529.463015852825,OUT018
FDZ36,5121.269376121016,OUT027
FDK27,2003.83167573337,OUT045
FDW23,663.9348547537917,OUT018
FDM14,1656.0110690742306,OUT018
FDM14,1586.0166436993902,OUT013
FDW60,2887.674715152731,OUT018
FDE21,1929.7142872676084,OUT013
NCM42,1595.7509015999194,OUT035
FDY59,224.42076857957946,OUT010
DRI49,1349.5364538784645,OUT049
FDT28,365.23386459521845,OUT019
FDQ22,664.6532515550523,OUT018
FDR60,1269.983823781233,OUT049
FDC50,231.52316908508118,OUT019
FDV24,2493.202803037172,OUT013
DRF48,492.7006675106149,OUT010
FDQ47,665.3544989452537,OUT046
DRN36,1536.895590667635,OUT049
NCY06,2021.0127818688898,OUT035
FDE52,1493.8622182478152,OUT035
NCB54,2012.0075092601278,OUT045
NCF31,2500.1138905091643,OUT035
FDJ08,5150.960752009916,OUT027
NCC07,1583.43137499395,OUT017
NCD19,1236.5819410057575,OUT027
FDL46,1967.1784856362588,OUT049
FDM20,3896.36258206937,OUT045
NCI06,445.96589596086136,OUT010
DRM11,4083.8227601601247,OUT035
NCH07,2527.6549233761384,OUT018
FDS23,2025.5253644309842,OUT013
FDO49,741.624869222584,OUT018
FDS35,1069.6024579040218,OUT049
DRK39,1393.7052885208107,OUT045
DRI39,912.5675825396684,OUT049
FDV04,2528.142659835497,OUT017
NCN14,3046.930779715201,OUT035
FDH08,3814.26875234398,OUT013
FDS20,3044.717600001301,OUT046
FDV40,1127.5534280675533,OUT049
FDZ48,256.91338635188015,OUT010
FDS24,2610.8304387784665,OUT027
FDK44,2871.4859788741246,OUT049
FDS48,2485.662467390601,OUT045
FDK26,494.6389084727366,OUT010
FDD23,3044.717600001301,OUT045
NCH54,2550.3385085304785,OUT017
NCP14,242.94840515195406,OUT010
FDM60,132.73596030318836,OUT010
FDV24,2488.336751749833,OUT017
FDH08,3618.9265247531002,OUT018
FDS12,2992.807451923688,OUT027
FDR39,4899.05491838055,OUT027
FDP12,992.5943396801177,OUT027
DRF60,5850.470456944306,OUT027
FDC09,1580.9851342618488,OUT035
FDF50,3049.7484511679836,OUT018
FDG28,3899.66555365006,OUT035
NCE19,907.1857812561362,OUT017
NCM53,251.14457388845412,OUT010
NCN18,1670.2517682111481,OUT049
FDF32,3098.121498116685,OUT035
FDF11,3885.312790611054,OUT013
DRI59,3775.5134245395056,OUT049
NCG54,2780.5638696189194,OUT035
FDM44,1571.2712486455337,OUT046
FDT57,3665.7199908988387,OUT018
FDV24,2488.336751749833,OUT046
FDI50,571.0074023757421,OUT019
FDS09,756.3141883185714,OUT035
NCC31,4126.296474272798,OUT027
FDQ07,574.0343117824058,OUT019
FDC22,3047.3259702152636,OUT017
FDZ56,2773.100389693558,OUT046
FDZ40,132.73596030318836,OUT019
FDS46,2919.819969158802,OUT027
DRD24,2041.980856952342,OUT045
FDV45,3044.717600001301,OUT017
FDL26,2504.13764123689,OUT045
FDA56,2006.8061247140026,OUT018
FDN27,1943.2506943446385,OUT046
FDM20,3888.976596306712,OUT049
FDO16,1393.7052885208107,OUT017
FDL03,3049.5391499291645,OUT035
FDE58,1935.2920198044862,OUT046
FDI02,2906.3633097883203,OUT027
NCC55,132.73596030318836,OUT019
FDR03,3292.898467323294,OUT018
FDB14,1526.4523304521529,OUT017
FDR45,3888.639107303814,OUT013
NCN07,2025.5253644309842,OUT017
FDM51,247.88526797218702,OUT019
FDT52,5850.470456944306,OUT027
FDL26,2504.13764123689,OUT046
NCZ42,3885.9516097159003,OUT046
DRI47,364.4695884193258,OUT019
FDW40,2045.1296038535065,OUT013
FDN34,2773.100389693558,OUT046
FDS01,2921.5783000231404,OUT035
NCG55,1929.7142872676084,OUT045
FDC11,1460.6136267556676,OUT035
FDX35,3572.9706261466217,OUT018
NCB06,2535.8078293512754,OUT046
FDR09,572.8368330130673,OUT019
FDC53,1536.895590667635,OUT017
FDY45,4041.145942600926,OUT013
FDA22,381.26426500536536,OUT010
FDE02,1536.895590667635,OUT035
FDW21,1566.249071305377,OUT045
FDV34,1153.6818248796963,OUT046
FDS59,1595.7509015999194,OUT049
NCW17,2021.0127818688898,OUT017
NCK54,1935.2920198044862,OUT046
FDG17,571.0074023757421,OUT019
FDG35,2871.4859788741246,OUT017
FDD08,132.73596030318836,OUT010
NCO07,3673.138928427398,OUT017
FDJ10,279.2721321724375,OUT010
FDW36,1580.9851342618488,OUT017
FDW21,240.80576812815215,OUT010
FDY19,1940.5519575312665,OUT017
DRE03,782.3373462703383,OUT013
NCC55,666.2278609067082,OUT049
FDH52,135.94397507236425,OUT010
FDO09,4066.2152114928963,OUT017
FDU43,3888.6664128558664,OUT045
FDX09,418.84817927159855,OUT010
FDH40,195.61778134943003,OUT019
FDW58,1580.9851342618488,OUT017
FDC47,3787.081596646529,OUT017
NCR41,1533.0645882276524,OUT035
DRG49,3897.459480647301,OUT035
FDC52,4103.110802210071,OUT027
FDY13,1153.6818248796963,OUT046
FDY35,725.4413601130296,OUT013
FDI35,3032.979887096582,OUT017
NCU18,2045.1296038535065,OUT049
FDY33,2530.7907467683026,OUT018
FDC15,4173.036562015491,OUT027
FDU01,3044.717600001301,OUT049
NCU42,2776.688503127616,OUT046
NCV29,2889.336901930134,OUT018
NCY30,3044.717600001301,OUT017
FDQ46,1695.2924630654911,OUT049
FDG58,4126.296474272798,OUT027
FDK33,3675.466174488452,OUT017
NCD07,1927.2512522434915,OUT045
NCX29,4036.626310736789,OUT027
NCT42,2478.561076948707,OUT013
DRN59,732.5992420951401,OUT035
FDI44,1264.8750944243288,OUT035
FDA45,2895.80477239893,OUT049
FDP31,1061.0535341947998,OUT045
FDY01,1927.2512522434915,OUT046
FDT09,2025.5253644309842,OUT018
DRH03,2827.9375238857133,OUT027
FDA36,3042.742705243317,OUT018
NCF31,2502.4754544594866,OUT017
FDG14,2488.336751749833,OUT049
FDG28,5850.470456944306,OUT027
FDU14,4019.253165439697,OUT049
FDY47,283.1625686962602,OUT019
FDI56,1495.9999409442557,OUT049
DRD01,1003.775489666863,OUT013
FDM22,940.4396330705978,OUT046
FDH33,710.9547661600965,OUT013
DRZ24,1948.0994354096817,OUT013
NCQ38,1580.9851342618488,OUT046
FDO16,2363.3552017087272,OUT027
FDU07,4061.707372770969,OUT027
NCB07,3047.3259702152636,OUT013
FDU48,2025.5253644309842,OUT045
NCM43,2557.5402571227787,OUT045
FDR31,364.16011923178974,OUT010
DRK49,664.6532515550523,OUT018
NCI30,574.34191228777,OUT010
DRD60,3004.9551673107962,OUT017
NCG19,3840.0813162637182,OUT046
FDH12,1580.9851342618488,OUT035
FDM32,1524.7149803842642,OUT035
FDM27,2504.13764123689,OUT035
NCU53,4228.464931564859,OUT027
NCQ18,1539.5250343312398,OUT046
FDS10,2967.663616028984,OUT013
FDB33,4173.036562015491,OUT027
FDI12,1518.9152771592248,OUT013
NCW42,3753.470541022423,OUT013
NCC06,2021.0127818688898,OUT018
FDW02,2012.0075092601278,OUT017
NCD43,1580.9851342618488,OUT017
FDM57,1410.7398211968755,OUT018
FDA58,3846.8806116909186,OUT017
FDK56,3044.717600001301,OUT046
FDP52,3817.6223745887924,OUT045
FDW20,2006.8061247140026,OUT018
FDS52,1556.6069117181178,OUT049
NCT29,2001.29348973582,OUT018
NCL54,2888.8494242327456,OUT013
FDC05,3054.7346738698852,OUT045
FDF34,3049.5391499291645,OUT035
FDP03,2982.7461961902345,OUT027
FDD32,188.64782171760194,OUT010
FDZ10,2021.0127818688898,OUT045
FDZ40,904.3606156567162,OUT035
FDD51,672.6625093848363,OUT018
NCY30,423.78649026389803,OUT019
FDP58,3690.1496660911585,OUT017
FDV49,4079.03591401079,OUT017
FDY24,132.73596030318836,OUT019
NCO55,1586.0166436993902,OUT017
FDR13,1935.2920198044862,OUT017
FDS51,1019.3676260040683,OUT017
FDP26,1580.9851342618488,OUT045
NCB54,2998.970664805708,OUT027
FDF32,3047.3259702152636,OUT017
FDN31,3042.742705243317,OUT018
DRM48,662.1344195185917,OUT017
FDN20,2770.4412889782266,OUT049
DRL01,3803.9958840937265,OUT046
FDV56,1586.0166436993902,OUT049
DRH13,2879.936758886862,OUT027
FDA03,2480.22326372611,OUT017
FDF47,5847.53147313595,OUT027
FDX32,2480.22326372611,OUT046
FDX57,1536.895590667635,OUT049
NCA30,3044.717600001301,OUT045
FDO49,786.1645166966849,OUT013
FDL04,249.469613124423,OUT019
DRM48,663.037594516656,OUT035
FDR16,3662.2274780305543,OUT013
NCC19,3045.3510754572794,OUT018
NCE42,3857.7154461238183,OUT045
FDY24,904.3606156567162,OUT017
FDH19,2871.4859788741246,OUT049
FDJ46,2869.8237920967217,OUT013
FDN45,573.6434064008795,OUT010
FDY08,2025.5253644309842,OUT035
FDZ37,1460.0785997444573,OUT035
NCT30,739.4147012014197,OUT045
DRY23,664.6532515550523,OUT018
NCZ30,2006.8061247140026,OUT018
FDC44,1922.0738104318398,OUT018
FDB45,1580.9851342618488,OUT035
FDY04,2554.420279093057,OUT013
FDM27,2532.940670005064,OUT046
FDZ43,3889.491138154555,OUT017
FDT39,367.769622101468,OUT019
NCC06,281.39895694585516,OUT019
FDL15,4126.296474272798,OUT027
FDL57,4043.0462526897854,OUT017
FDU08,1536.895590667635,OUT046
FDK40,4081.248849142436,OUT017
FDQ12,570.6164969942159,OUT010
FDS48,2489.998938527236,OUT017
FDP09,3674.2032059172952,OUT045
FDW21,1539.5250343312398,OUT049
FDY25,3007.168347024697,OUT035
DRE13,1446.77922077661,OUT017
FDV43,132.73596030318836,OUT019
FDD22,1695.2924630654911,OUT045
FDM46,231.45694864824432,OUT019
NCO30,479.53564428107035,OUT010
FDM25,2869.8237920967217,OUT046
NCN41,2006.8061247140026,OUT049
FDU24,1528.1513293077742,OUT045
FDZ50,3044.717600001301,OUT046
FDP45,4023.5059085963776,OUT013
NCM54,2012.0075092601278,OUT045
FDW10,418.6804903382218,OUT019
FDP20,2021.0127818688898,OUT017
FDK32,2489.998938527236,OUT046
FDN52,1475.0945628760041,OUT049
FDM58,1670.2517682111481,OUT045
FDZ46,2902.7604876623786,OUT027
NCA18,1935.2920198044862,OUT018
FDD35,2006.8061247140026,OUT046
NCK31,741.468370424179,OUT035
FDI40,2849.1310155453816,OUT027
FDT50,235.022079583515,OUT019
NCT06,2557.5402571227787,OUT046
FDT31,3046.930779715201,OUT035
FDT45,848.3529411754289,OUT049
FDT13,3044.717600001301,OUT045
FDO50,1499.3217604150757,OUT045
NCU18,278.54723909057543,OUT010
NCR54,3047.3259702152636,OUT049
NCO18,2891.6799544041855,OUT018
FDU09,909.8980162746709,OUT045
FDT13,3042.742705243317,OUT018
FDE09,1695.2924630654911,OUT046
NCK53,248.09462947183368,OUT019
FDG45,3664.5924784205977,OUT049
DRH15,687.6250489726871,OUT035
FDO21,571.0074023757421,OUT019
FDD14,5113.306117823602,OUT027
FDC09,1580.9851342618488,OUT046
FDH45,997.0145446464071,OUT027
FDV32,1123.811544534928,OUT046
FDG12,1971.7719069578015,OUT035
FDS32,2025.5253644309842,OUT013
NCL55,3823.679517555348,OUT018
DRE01,3884.6387781294075,OUT035
DRE15,1272.2789560079023,OUT049
NCL42,3892.423492456909,OUT045
FDP31,1203.6255797978604,OUT013
FDN33,1528.1513293077742,OUT018
FDZ59,2555.8780703453754,OUT046
FDE45,421.56638435599683,OUT010
FDJ07,1948.0994354096817,OUT013
FDQ45,3042.742705243317,OUT018
FDM33,5847.53147313595,OUT027
FDO15,150.3748804820364,OUT010
FDM46,1543.2465425119806,OUT013
FDR03,3380.348288752665,OUT045
FDY49,2686.6509964273882,OUT018
FDQ60,1967.1784856362588,OUT045
FDW10,2873.919924599696,OUT049
FDO51,685.6969801898969,OUT049
FDJ40,1593.3054347375808,OUT018
FDS20,3037.9084313503145,OUT018
FDU45,1799.8514170079634,OUT013
FDV02,2775.3135694074585,OUT035
FDN09,3893.7620898588107,OUT046
NCM55,5121.269376121016,OUT027
FDN23,2473.687258408792,OUT018
FDY31,365.28608286665565,OUT010
FDW03,242.94840515195406,OUT010
FDD14,3044.717600001301,OUT046
FDV23,2012.0075092601278,OUT017
DRI03,2869.8237920967217,OUT045
FDN13,1539.5250343312398,OUT035
FDF45,1288.3377507079138,OUT027
FDU46,1461.85690996834,OUT035
FDB57,3760.5051286071193,OUT049
FDV12,1542.2669934740195,OUT049
FDQ58,2488.336751749833,OUT013
NCA18,1927.2512522434915,OUT017
FDH52,1009.7924839680276,OUT049
FDM24,2481.8503573764365,OUT018
NCP43,4901.993902188905,OUT027
NCO18,422.7792824314636,OUT019
FDM32,1499.3217604150757,OUT017
NCL07,663.9348547537917,OUT017
FDK03,4020.8489266750375,OUT013
FDP59,1580.9851342618488,OUT017
FDQ24,4021.186415677935,OUT049
FDQ16,1595.7509015999194,OUT018
FDU44,2535.8078293512754,OUT013
FDH28,132.73596030318836,OUT010
FDV28,132.73596030318836,OUT019
FDM22,901.8880854475029,OUT045
FDR56,3047.3259702152636,OUT046
FDV39,3047.3259702152636,OUT049
FDU37,166.91996832887952,OUT019
FDQ11,571.8139757635544,OUT010
FDX02,3770.8884688856506,OUT045
NCS42,1526.4523304521529,OUT018
FDY57,2827.9375238857133,OUT027
FDB21,3876.1558937888185,OUT049
FDE28,3800.0871455451797,OUT017
FDQ55,1919.6975110721728,OUT017
FDA48,3747.628408346675,OUT049
FDZ19,2869.8237920967217,OUT045
NCC43,4013.9245173938903,OUT045
NCV18,1422.2747557614173,OUT046
NCA42,2529.1285599909,OUT018
FDY45,4044.0559900242765,OUT046
NCC30,2967.663616028984,OUT045
FDM57,1517.671993946553,OUT013
FDL09,380.5844468393269,OUT010
FDB09,2982.7461961902345,OUT027
FDT44,1967.1784856362588,OUT035
NCT06,4228.464931564859,OUT027
FDX26,3044.717600001301,OUT049
FDK32,2504.13764123689,OUT013
DRA12,2062.0308121644907,OUT046
FDO46,494.6389084727366,OUT010
FDE52,1522.2428302060778,OUT013
NCH42,3815.295128527738,OUT045
FDV08,665.5564265531164,OUT035
FDB47,3485.458102011584,OUT018
FDC28,257.1342999390444,OUT010
FDD22,1922.0738104318398,OUT046
FDS07,2906.3633097883203,OUT027
DRI13,3698.263260208716,OUT045
FDG32,3549.791774363801,OUT018
FDU14,4019.7677072875395,OUT017
FDD28,132.73596030318836,OUT019
NCP41,1595.7509015999194,OUT017
FDS08,2869.8237920967217,OUT049
FDX47,2525.002554712267,OUT045
FDC53,248.09462947183368,OUT019
FDQ19,3901.8784887817073,OUT035
FDL14,2502.4754544594866,OUT045
FDM33,572.8368330130673,OUT019
FDA51,1919.6975110721728,OUT045
FDZ27,738.8835621794465,OUT018
FDT04,667.8733309817143,OUT046
DRC13,2009.2003062270078,OUT049
FDR16,5847.53147313595,OUT027
FDQ03,5847.53147313595,OUT027
FDE38,2719.4053527812894,OUT035
DRH23,1243.7272403238353,OUT027
FDT11,493.83233508492435,OUT019
FDD09,2980.7207561622017,OUT035
FDR40,1393.7052885208107,OUT045
FDX07,3044.717600001301,OUT017
FDR07,1536.895590667635,OUT035
FDA51,1924.614579345712,OUT017
FDT59,571.0166126095689,OUT019
FDF20,3047.3259702152636,OUT017
FDR13,1927.2512522434915,OUT045
FDY26,3664.1179442973853,OUT049
FDW04,2025.5253644309842,OUT017
FDK52,3784.842165842952,OUT017
FDN60,2526.66474148967,OUT049
FDM09,406.8472180012626,OUT019
FDP46,1474.3994888995999,OUT049
FDB50,166.71060682923283,OUT019
NCQ29,4058.035009851492,OUT049
FDP16,5850.470456944306,OUT027
FDX33,2544.4016432365856,OUT018
FDP07,509.7045881554232,OUT010
FDN22,4013.6512712443855,OUT046
FDF39,4080.7343072945937,OUT049
FDS21,995.0776481627562,OUT017
NCM42,1586.0166436993902,OUT013
FDK50,380.1855391144738,OUT019
DRF13,4056.476762791551,OUT027
FDH35,2552.2703558562957,OUT018
FDP60,1542.2669934740195,OUT018
DRJ49,2998.970664805708,OUT027
NCT42,366.27952633445534,OUT019
FDE38,2707.6328637906718,OUT049
FDI04,3054.7346738698852,OUT049
NCH54,2526.66474148967,OUT045
FDT56,944.1852921391363,OUT049
DRD15,3614.507516618694,OUT018
FDV58,3047.3259702152636,OUT013
FDP21,3044.717600001301,OUT049
FDH05,3801.264143554641,OUT013
FDR10,4217.025972168347,OUT027
NCP06,2482.083393884317,OUT045
FDF33,1586.0166436993902,OUT049
DRK37,3044.717600001301,OUT013
DRH49,1396.566626869656,OUT045
FDT58,2702.523159684697,OUT013
FDD41,1580.9851342618488,OUT018
FDP40,1665.6892149220896,OUT018
FDM51,2849.1310155453816,OUT027
FDO45,194.52372247114255,OUT010
FDW33,242.94840515195406,OUT010
FDY24,904.3606156567162,OUT045
FDB10,571.8119462263371,OUT010
FDM40,2045.1296038535065,OUT035
NCI06,3004.9551673107962,OUT017
FDW12,334.5920073622481,OUT019
FDX48,4126.296474272798,OUT027
NCW05,2876.755934300736,OUT027
FDX27,1536.895590667635,OUT017
DRM37,3054.7346738698852,OUT045
FDA38,3896.36258206937,OUT045
FDR36,667.8733309817143,OUT046
FDZ45,3085.776838562692,OUT046
FDG05,2528.142659835497,OUT017
FDK28,4075.0023868166377,OUT013
FDV47,1445.5359375639382,OUT045
FDN21,2535.8078293512754,OUT045
FDP20,2992.807451923688,OUT027
FDI35,3032.979887096582,OUT045
DRY23,713.7262806274637,OUT013
FDA56,2006.8061247140026,OUT017
FDB09,2006.8061247140026,OUT013
NCO26,2919.819969158802,OUT027
FDQ49,2501.9877180001286,OUT018
FDI52,2982.7461961902345,OUT027
FDZ44,2919.819969158802,OUT027
FDZ09,2555.3903338860173,OUT018
FDY03,1919.6975110721728,OUT049
NCG42,2025.5253644309842,OUT017
DRI13,5850.470456944306,OUT027
FDQ32,2012.0075092601278,OUT013
FDW16,1499.3217604150757,OUT035
FDU27,739.2559110919564,OUT046
FDR28,380.1442596089115,OUT010
FDQ49,376.7526057957989,OUT010
FDS37,1927.2512522434915,OUT046
FDW26,3529.463015852825,OUT018
FDX12,3691.1399623238376,OUT018
NCP06,2488.13362257875,OUT013
FDW45,364.21690714430923,OUT010
NCN30,1534.7852047661884,OUT049
FDN24,848.3529411754289,OUT049
NCL41,992.5943396801177,OUT027
FDR02,261.5588508080815,OUT019
FDD09,444.4523023035596,OUT010
FDS33,194.89780104408587,OUT010
FDU22,1998.3477549354839,OUT045
FDI53,2552.758092315654,OUT013
DRH01,2871.4859788741246,OUT049
FDX32,2072.912236777435,OUT013
NCP30,664.6532515550523,OUT018
FDB60,3047.3259702152636,OUT045
FDB14,1528.1513293077742,OUT049
NCP02,909.8980162746709,OUT035
FDJ10,2025.5253644309842,OUT017
FDG34,1665.6892149220896,OUT046
NCB18,1472.4577638661458,OUT017
FDM16,1098.2857138321945,OUT049
FDW25,1416.0877259710644,OUT018
FDB35,221.3665047722281,OUT010
DRN11,2115.925192296789,OUT013
FDF41,571.0053728385249,OUT019
FDH16,1477.5514792691529,OUT045
NCQ50,3482.3312283137343,OUT018
DRH23,922.8630515170141,OUT018
DRJ37,2493.202803037172,OUT013
DRJ24,5121.269376121016,OUT027
FDY16,3046.930779715201,OUT035
FDQ27,1580.9851342618488,OUT045
FDZ33,2480.421207106914,OUT045
FDF29,2025.5253644309842,OUT045
FDA08,2554.420279093057,OUT049
FDG31,1123.811544534928,OUT046
FDE34,464.7334912754687,OUT019
NCR30,1431.354712359739,OUT027
FDV33,4083.179885382273,OUT035
DRZ24,2003.83167573337,OUT018
NCL54,2873.699158588025,OUT035
FDR12,2871.4859788741246,OUT049
NCC54,3874.30030650167,OUT046
DRN59,777.2953883676458,OUT013
FDX50,261.5588508080815,OUT019
FDV31,4845.744764699417,OUT027
NCA29,4407.431069256377,OUT027
FDW60,2887.1872374553427,OUT049
FDX08,3044.717600001301,OUT017
DRD49,3843.822507837419,OUT013
FDD33,3804.358097249436,OUT046
FDW35,710.9547661600965,OUT013
FDJ36,1580.9851342618488,OUT017
FDV51,2623.543228632047,OUT035
FDW36,1586.0166436993902,OUT046
FDH35,2557.5402571227787,OUT046
NCS30,2998.970664805708,OUT027
FDN49,663.9348547537917,OUT017
FDL08,3693.2968797129347,OUT018
FDI09,3870.7207956451707,OUT013
FDP19,2025.5253644309842,OUT018
FDU21,132.73596030318836,OUT010
NCP41,1586.0166436993902,OUT045
FDY10,1840.0047024875425,OUT013
FDP12,662.1344195185917,OUT018
NCN26,1927.2512522434915,OUT049
FDK44,2871.4859788741246,OUT013
FDC28,1595.7509015999194,OUT049
FDJ41,5850.470456944306,OUT027
NCT29,2006.8061247140026,OUT035
NCH42,571.0074023757421,OUT019
FDU60,2702.035423225339,OUT018
FDS02,3047.3259702152636,OUT045
FDC51,2006.8061247140026,OUT046
FDU03,3044.717600001301,OUT013
FDX39,3676.360123306392,OUT045
NCY05,132.73596030318836,OUT010
NCL06,5847.53147313595,OUT027
FDD32,1279.0455680570988,OUT035
NCN41,2006.8061247140026,OUT045
NCX53,2045.1296038535065,OUT049
FDU57,365.9346390603803,OUT019
FDQ23,1580.9851342618488,OUT046
FDQ52,4010.7810104612963,OUT045
FDC14,666.9462577079688,OUT045
FDY09,2891.062603946646,OUT035
FDQ28,2504.13764123689,OUT045
FDV25,3765.234604416667,OUT046
FDJ07,1929.7142872676084,OUT035
DRB25,1583.43137499395,OUT049
FDK52,572.8368330130673,OUT019
FDY52,1389.1028730073488,OUT027
FDB28,3047.3259702152636,OUT046
FDT36,663.037594516656,OUT035
FDV25,3760.9636527124107,OUT017
NCN07,2998.970664805708,OUT027
FDC57,3047.3259702152636,OUT017
FDQ03,3652.7153821095,OUT018
FDU23,2704.1853464621004,OUT017
NCX41,3673.0220140478345,OUT035
NCD06,737.6411999978326,OUT035
FDW08,1586.0166436993902,OUT045
NCU29,2478.561076948707,OUT017
NCE06,2541.3164617036614,OUT013
FDV52,270.2581002150827,OUT010
FDB02,2887.1872374553427,OUT017
NCR18,668.8476306377977,OUT045
FDK16,1533.0645882276524,OUT049
NCQ29,573.0094249956755,OUT010
FDZ01,249.69052671158724,OUT019
FDW27,2517.216304992413,OUT035
FDD17,3663.5070557671916,OUT018
FDW39,2887.1872374553427,OUT013
DRH59,1079.5607835639314,OUT045
FDS52,1575.9440536066586,OUT013
FDU40,5744.950730672061,OUT027
NCF54,2871.4859788741246,OUT013
FDH46,1580.9851342618488,OUT045
NCP14,1580.9851342618488,OUT049
FDH50,3044.717600001301,OUT049
DRF15,369.78345626927904,OUT010
FDV27,2598.240968105609,OUT027
NCJ06,2001.29348973582,OUT049
FDN02,3292.898467323294,OUT018
FDQ51,733.2868799155182,OUT049
FDQ07,3750.171979054719,OUT017
FDS45,1580.9851342618488,OUT049
NCJ06,2006.8061247140026,OUT045
FDD36,1935.2920198044862,OUT035
FDY25,3044.717600001301,OUT045
FDU52,2502.4754544594866,OUT046
DRK47,3795.584683886981,OUT017
NCL30,2021.0127818688898,OUT017
FDN22,4019.554735035634,OUT035
NCF30,2992.807451923688,OUT027
FDK03,4047.3024718941842,OUT035
FDT45,907.1857812561362,OUT017
NCC54,5847.53147313595,OUT027
FDP08,3045.3510754572794,OUT018
