Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
NCR54,3089.5551104459037,OUT049
NCO18,2815.771338367373,OUT018
FDU09,883.1331111732193,OUT045
FDT13,3006.269033734434,OUT018
FDE09,1762.253658281501,OUT046
NCK53,248.08597716870477,OUT019
FDG45,3565.599216796222,OUT049
DRH15,670.6756244814823,OUT035
FDO21,572.1574034158448,OUT019
FDD14,5168.754201957357,OUT027
FDC09,1646.808516437085,OUT046
FDH45,992.8992895964507,OUT027
FDV32,1140.7448063230295,OUT046
FDG12,1998.616449359442,OUT035
FDS32,2063.9843413204017,OUT013
NCL55,3758.469045950628,OUT018
DRE01,3889.21161194388,OUT035
DRE15,1274.683287640989,OUT049
NCL42,3970.6395725426696,OUT045
FDP31,1245.018061622896,OUT013
FDN33,1438.3150248943903,OUT018
FDZ59,2557.1946723779174,OUT046
FDE45,427.3131528562026,OUT010
FDJ07,1996.821709099614,OUT013
FDQ45,3028.3500289437884,OUT018
FDM33,5841.936773929792,OUT027
FDO15,149.54289180240957,OUT010
FDM46,1462.2190205963882,OUT013
FDR03,3428.518035719793,OUT045
FDY49,2640.18417336763,OUT018
FDQ60,1933.4728377779334,OUT045
FDW10,2829.102957441899,OUT049
FDO51,679.1816449962458,OUT049
FDJ40,1633.806012253589,OUT018
FDS20,3040.793921705348,OUT018
FDU45,1824.5750792995825,OUT013
FDV02,2764.170178537008,OUT035
FDN09,3947.1776388581825,OUT046
NCM55,5168.754201957357,OUT027
FDN23,2372.244068893939,OUT018
FDY31,366.84516067514306,OUT010
FDW03,242.3023501532454,OUT010
FDD14,3068.589476335195,OUT046
FDV23,1992.5145256064486,OUT017
DRI03,2878.430480130981,OUT045
FDN13,1573.6784998276244,OUT035
FDF45,1329.8938199081315,OUT027
FDU46,1362.3908395735164,OUT035
FDB57,3705.9219538727,OUT049
FDV12,1568.9107096686803,OUT049
FDQ58,2410.403742425262,OUT013
NCA18,1899.4788667974544,OUT017
FDH52,988.5911591696736,OUT049
FDM24,2377.527232747653,OUT018
NCP43,4889.246672083053,OUT027
NCO18,426.02136558613375,OUT019
FDM32,1387.3890441751882,OUT017
NCL07,597.915381937377,OUT017
FDK03,4043.28396418162,OUT013
FDP59,1645.5869889716687,OUT017
FDQ24,4056.2169467087474,OUT049
FDQ16,1633.2139205861313,OUT018
FDU44,2539.1961707181,OUT013
FDH28,131.76079577852545,OUT010
FDV28,131.76079577852545,OUT019
FDM22,880.9413581263949,OUT045
FDR56,3094.37085403582,OUT046
FDV39,3091.6184022871394,OUT049
FDU37,170.21940622863858,OUT019
FDQ11,572.8348526624142,OUT010
FDX02,3797.9775226816487,OUT045
NCS42,1433.690820207043,OUT018
FDY57,2831.1536482774686,OUT027
FDB21,3809.8943967505015,OUT049
FDE28,3804.644582761115,OUT017
FDQ55,1949.4993805964323,OUT017
FDA48,3632.544451452353,OUT049
FDZ19,2847.029546588985,OUT045
NCC43,3977.9784129349987,OUT045
NCV18,1360.8985631187245,OUT046
NCA42,2469.5164251128604,OUT018
FDY45,4139.527965141047,OUT046
NCC30,2939.105242251219,OUT045
FDM57,1421.8496104475466,OUT013
FDL09,385.16919385342567,OUT010
FDB09,2993.349145644334,OUT027
FDT44,1941.9591915720127,OUT035
NCT06,4246.835497912611,OUT027
FDX26,3140.186302266448,OUT049
FDK32,2474.426621933032,OUT013
DRA12,2108.7808580402566,OUT046
FDO46,487.6453135775116,OUT010
FDE52,1421.6174012929102,OUT013
NCH42,3881.2513176865077,OUT045
FDV08,620.440825539221,OUT035
FDB47,3377.6194827025324,OUT018
FDC28,258.52580899450555,OUT010
FDD22,1923.421259415478,OUT046
FDS07,2929.0125064880212,OUT027
DRI13,3706.4900771656485,OUT045
FDG32,3436.871323523134,OUT018
FDU14,4091.747991071442,OUT017
FDD28,132.33962987225976,OUT019
NCP41,1655.2875019503635,OUT017
FDS08,2866.226589169537,OUT049
FDX47,2533.073207044023,OUT045
FDC53,248.08597716870477,OUT019
FDQ19,4006.5803477904155,OUT035
FDL14,2482.293429182573,OUT045
FDM33,572.5655641066376,OUT019
FDA51,1891.7108953672293,OUT045
FDZ27,760.5433454914086,OUT018
FDT04,655.4767549367087,OUT046
DRC13,2047.787494698421,OUT049
FDR16,5841.936773929792,OUT027
FDQ03,5841.936773929792,OUT027
FDE38,2712.689510425009,OUT035
DRH23,1268.8939301428352,OUT027
FDT11,486.5564417607732,OUT019
FDD09,3002.7309560140843,OUT035
FDR40,1337.8178190401977,OUT045
FDX07,3042.8581790804897,OUT017
FDR07,1544.8133490417351,OUT035
FDA51,1891.82445553482,OUT017
FDT59,570.8661422389154,OUT019
FDF20,3077.233380618817,OUT017
FDR13,1925.0998149372256,OUT045
FDY26,3616.4310534048755,OUT049
FDW04,2006.6533303472843,OUT017
FDK52,3783.1875860223463,OUT017
FDN60,2556.6570940298025,OUT049
FDM09,413.152481887994,OUT019
FDP46,1359.1398436590307,OUT049
FDB50,169.2363065857987,OUT019
NCQ29,4039.8636143946032,OUT049
FDP16,5843.632408210477,OUT027
FDX33,2469.560588604258,OUT018
FDP07,505.385813114842,OUT010
FDN22,3947.0753854655977,OUT046
FDF39,4144.3575154992195,OUT049
FDS21,965.3575676220162,OUT017
NCM42,1644.735887204478,OUT013
FDK50,382.9881774728562,OUT019
DRF13,4044.4037733806967,OUT027
FDH35,2512.3275872164018,OUT018
FDP60,1559.0799030189153,OUT018
DRJ49,3003.7384942493004,OUT027
NCT42,367.8005719657383,OUT019
FDE38,2691.9598414465668,OUT049
FDI04,3113.941987420201,OUT049
NCH54,2584.5571141607948,OUT045
FDT56,919.0147425987436,OUT049
DRD15,3529.8439390042568,OUT018
FDV58,3023.738474761966,OUT013
FDP21,3138.80541859142,OUT049
FDH05,3701.708092133776,OUT013
FDR10,4229.960713940039,OUT027
NCP06,2526.2267234575393,OUT045
FDF33,1643.1381065656758,OUT049
DRK37,3104.3456935830195,OUT013
DRH49,1328.0585598219293,OUT045
FDT58,2645.3115427128,OUT013
FDD41,1628.515747927126,OUT018
FDP40,1695.8065464979722,OUT018
FDM51,2861.854208677874,OUT027
FDO45,196.99337354281627,OUT010
FDW33,242.3081314646431,OUT010
FDY24,882.4774820474798,OUT045
FDB10,572.6818632909127,OUT010
FDM40,2041.9488575286668,OUT035
NCI06,3066.41175612209,OUT017
FDW12,341.3712869109227,OUT019
FDX48,4085.215398429752,OUT027
NCW05,2887.9293508372625,OUT027
FDX27,1514.562051383048,OUT017
DRM37,3075.4581835135573,OUT045
FDA38,3983.7638143009867,OUT045
FDR36,654.561010652644,OUT046
FDZ45,3133.91877288005,OUT046
FDG05,2536.405814305081,OUT017
FDK28,4203.232372873611,OUT013
FDV47,1349.1130661965142,OUT045
FDN21,2589.1903197949564,OUT045
FDP20,3003.7384942493004,OUT027
FDI35,3097.4675104713533,OUT045
DRY23,724.7017518195443,OUT013
FDA56,2045.0917480937894,OUT017
FDB09,2013.5068476183303,OUT013
NCO26,2941.8134162597694,OUT027
FDQ49,2455.816362087977,OUT018
FDI52,2990.0516092630614,OUT027
FDZ44,2941.8134162597694,OUT027
FDZ09,2520.077949658173,OUT018
FDY03,1920.865332119129,OUT049
NCG42,2036.8549341758778,OUT017
DRI13,5841.936773929792,OUT027
FDQ32,2028.8883117193354,OUT013
FDW16,1382.0160759074051,OUT035
FDU27,784.4444859729063,OUT046
FDR28,382.7466864901137,OUT010
FDQ49,379.6192096265729,OUT010
FDS37,1958.6727372259293,OUT046
FDW26,3419.534081185031,OUT018
FDX12,3639.9050772427336,OUT018
NCP06,2466.425187840497,OUT013
FDW45,365.6686082852797,OUT010
NCN30,1496.231227985365,OUT049
FDN24,869.6602042315095,OUT049
NCL41,981.1278741948773,OUT027
FDR02,261.6361323723194,OUT019
FDD09,447.6956323903332,OUT010
FDS33,197.22845458358861,OUT010
FDU22,1976.5061387364342,OUT045
FDI53,2505.2056357328383,OUT013
DRH01,2852.707534202814,OUT049
FDX32,2077.0107607150676,OUT013
NCP30,607.9287119269975,OUT018
FDB60,3059.09262679948,OUT045
FDB14,1442.9188163277804,OUT049
NCP02,880.5374651683135,OUT035
FDJ10,2011.176453755282,OUT017
FDG34,1731.6461393019504,OUT046
NCB18,1362.9892635667236,OUT017
FDM16,1144.5264773376052,OUT049
FDW25,1343.771023651218,OUT018
FDB35,224.454151689912,OUT010
DRN11,2095.3633145968815,OUT013
FDF41,571.8531052823607,OUT019
FDH16,1368.7850586139728,OUT045
NCQ50,3380.5863203988742,OUT018
DRH23,902.7598659088761,OUT018
DRJ37,2413.475247993668,OUT013
DRJ24,5168.754201957357,OUT027
FDY16,3069.309752504944,OUT035
FDQ27,1647.2740950748325,OUT045
FDZ33,2472.1591906466456,OUT045
FDF29,2082.527077162611,OUT045
FDA08,2576.003592087538,OUT049
FDG31,1130.7686094337398,OUT046
FDE34,460.5034318890544,OUT019
NCR30,1467.308095221341,OUT027
FDV33,4183.355811966052,OUT035
DRZ24,1933.3481452234582,OUT018
NCL54,2878.970470712398,OUT035
FDR12,2894.046647603339,OUT049
NCC54,3829.313794321288,OUT046
DRN59,821.6021609026819,OUT013
FDX50,262.4342085230934,OUT019
FDV31,4810.840814936113,OUT027
NCA29,4422.652714984836,OUT027
FDW60,2913.8306838458466,OUT049
FDX08,3111.7838815704804,OUT017
DRD49,3758.8258795701126,OUT013
FDD33,3736.284183664957,OUT046
FDW35,720.0150159457232,OUT013
FDJ36,1647.2740950748325,OUT017
FDV51,2706.399477971897,OUT035
FDW36,1649.8793622509431,OUT046
FDH35,2594.4176070503268,OUT046
NCS30,3003.7384942493004,OUT027
FDN49,603.4984256866875,OUT017
FDL08,3634.9937004349295,OUT018
FDI09,3795.1140763606377,OUT013
FDP19,1961.8472761030812,OUT018
FDU21,131.76079577852545,OUT010
NCP41,1650.8446251574185,OUT045
FDY10,1828.6162531966393,OUT013
FDP12,588.4541239282782,OUT018
NCN26,1957.6148141697415,OUT049
FDK44,2823.7605321087613,OUT013
FDC28,1648.2434852276658,OUT049
FDJ41,5843.632408210477,OUT027
NCT29,1991.8684509638988,OUT035
NCH42,572.1574034158448,OUT019
FDU60,2596.0380589233064,OUT018
FDS02,3095.670520154113,OUT045
FDC51,2092.8154768413083,OUT046
FDU03,3057.1569019047824,OUT013
FDX39,3692.915240944151,OUT045
NCY05,131.76079577852545,OUT010
NCL06,5843.632408210477,OUT027
FDD32,1285.678300912917,OUT035
NCN41,2002.182368350657,OUT045
NCX53,2142.509256260067,OUT049
FDU57,367.061299362633,OUT019
FDQ23,1645.7171646823508,OUT046
FDQ52,4002.0905780146963,OUT045
FDC14,627.4751040185629,OUT045
FDY09,2911.3607792372986,OUT035
FDQ28,2540.3639166695807,OUT045
FDV25,3727.6224163065363,OUT046
FDJ07,1961.145656718642,OUT035
DRB25,1641.1874580226365,OUT049
FDK52,572.5655641066376,OUT019
FDY52,1402.792241069901,OUT027
FDB28,3111.4064701370967,OUT046
FDT36,596.8278829017736,OUT035
FDV25,3796.442174216724,OUT017
NCN07,3003.7384942493004,OUT027
FDC57,3033.5195956588946,OUT017
FDQ03,3537.859598887351,OUT018
FDU23,2733.0637713533615,OUT017
NCX41,3688.289374098486,OUT035
NCD06,757.526551855632,OUT035
FDW08,1649.753273402684,OUT045
NCU29,2455.0929775750487,OUT017
NCE06,2490.5626357792808,OUT013
FDV52,269.6702604900313,OUT010
FDB02,2901.933881778226,OUT017
NCR18,636.0857621658434,OUT045
FDK16,1496.746244584781,OUT049
NCQ29,574.407627151247,OUT010
FDZ01,249.76184222367527,OUT019
FDW27,2532.871239718646,OUT035
FDD17,3593.186500593162,OUT018
FDW39,2874.516284365519,OUT013
DRH59,1110.8070938148553,OUT045
FDS52,1632.4873484311306,OUT013
FDU40,5713.706103244863,OUT027
NCF54,2816.7265178719,OUT013
FDH46,1647.2740950748325,OUT045
NCP14,1640.067260751818,OUT049
FDH50,3153.872634489043,OUT049
DRF15,368.7946561457882,OUT010
FDV27,2554.8653554438406,OUT027
NCJ06,2045.3228570703984,OUT049
FDN02,3206.0316807565273,OUT018
FDQ51,776.944897820353,OUT049
FDQ07,3733.2911108780618,OUT017
FDS45,1640.067260751818,OUT049
NCJ06,2018.8908788429942,OUT045
FDD36,1966.2991123088498,OUT035
FDY25,3113.9850298817178,OUT045
FDU52,2450.6544339876723,OUT046
DRK47,3840.5080233810213,OUT017
NCL30,2012.3126174325478,OUT017
FDN22,3979.640330545241,OUT035
NCF30,3003.7384942493004,OUT027
FDK03,4106.197919662037,OUT035
FDT45,882.406435232148,OUT017
NCC54,5843.632408210477,OUT027
FDP08,2932.0043293932563,OUT018
